,Date,Time,CO(GT),PT08S1(CO),C6H6(GT),PT08S2(NMHC),NOx(GT),PT08S3(NOx),NO2(GT),PT08S4(NO2),PT08S5(O3),T
6895,2005-01-01,2020-06-11 13:00:00,2.2,1149.0,8.4,914.0,382.0,742.0,147.0,1072.0,1242.0,9.5
6896,2005-01-01,2020-06-11 14:00:00,2.4,1117.0,8.9,934.0,357.0,721.0,153.0,1075.0,1206.0,10.9
6897,2005-01-01,2020-06-11 15:00:00,2.2,1085.0,7.9,896.0,299.0,760.0,147.0,1049.0,1138.0,12.5
6898,2005-01-01,2020-06-11 16:00:00,2.1,1102.0,7.7,885.0,313.0,772.0,139.0,1051.0,1142.0,12.8
6899,2005-01-01,2020-06-11 17:00:00,3.0,1281.0,12.1,1053.0,510.0,659.0,165.0,1192.0,1438.0,10.9
6900,2005-01-01,2020-06-11 18:00:00,4.7,1472.0,16.6,1198.0,832.0,555.0,191.0,1344.0,1735.0,9.0
6901,2005-01-01,2020-06-11 19:00:00,3.6,1328.0,11.4,1029.0,622.0,637.0,172.0,1188.0,1611.0,8.1
6902,2005-01-01,2020-06-11 20:00:00,2.5,1198.0,7.9,897.0,402.0,720.0,151.0,1072.0,1436.0,7.8
6903,2005-01-01,2020-06-11 21:00:00,2.3,1176.0,8.1,905.0,334.0,718.0,137.0,1104.0,1389.0,6.2
6904,2005-01-01,2020-06-11 22:00:00,2.1,1118.0,6.4,830.0,295.0,765.0,130.0,1058.0,1313.0,5.7
6905,2005-01-01,2020-06-11 23:00:00,1.7,1091.0,5.2,773.0,222.0,820.0,115.0,1003.0,1232.0,5.6
6906,2005-01-02,2020-06-11 00:00:00,1.8,1078.0,5.2,775.0,230.0,809.0,112.0,1012.0,1195.0,4.7
6907,2005-01-02,2020-06-11 01:00:00,1.6,1043.0,4.3,726.0,195.0,875.0,105.0,972.0,1107.0,4.5
6908,2005-01-02,2020-06-11 02:00:00,1.3,992.0,3.6,685.0,167.0,916.0,96.0,963.0,1035.0,4.5
6909,2005-01-02,2020-06-11 03:00:00,1.3,1004.0,4.5,739.0,242.18929,868.0,112.145134,1004.0,1030.0,3.1
6910,2005-01-02,2020-06-11 04:00:00,1.3,947.0,3.3,673.0,148.0,929.0,87.0,974.0,929.0,3.2
6911,2005-01-02,2020-06-11 05:00:00,1.1,923.0,2.7,634.0,123.0,984.0,75.0,943.0,875.0,3.1
6912,2005-01-02,2020-06-11 06:00:00,1.0,911.0,2.4,613.0,148.0,992.0,82.0,934.0,861.0,2.4
6913,2005-01-02,2020-06-11 07:00:00,1.0,924.0,2.6,629.0,143.0,994.0,83.0,941.0,852.0,3.1
6914,2005-01-02,2020-06-11 08:00:00,1.2,954.0,3.4,674.0,180.0,940.0,88.0,981.0,891.0,2.1
6915,2005-01-02,2020-06-11 09:00:00,1.3,960.0,3.9,704.0,226.0,887.0,106.0,1003.0,947.0,3.3
6916,2005-01-02,2020-06-11 10:00:00,1.6,1016.0,4.9,760.0,254.0,835.0,112.0,1044.0,1016.0,4.1
6917,2005-01-02,2020-06-11 11:00:00,2.2,1139.0,7.5,879.0,372.0,753.0,141.0,1092.0,1201.0,6.6
6918,2005-01-02,2020-06-11 12:00:00,2.2,1130.0,7.1,860.0,379.0,752.0,148.0,1058.0,1218.0,8.0
6919,2005-01-02,2020-06-11 13:00:00,2.8,1237.0,9.6,962.0,478.0,685.0,171.0,1138.0,1385.0,10.3
6920,2005-01-02,2020-06-11 14:00:00,2.1,1159.0,6.5,837.0,344.0,742.0,160.0,1087.0,1311.0,12.3
6921,2005-01-02,2020-06-11 15:00:00,1.6,1124.0,5.5,790.0,258.0,791.0,137.0,1071.0,1206.0,13.5
6922,2005-01-02,2020-06-11 16:00:00,2.8,1312.0,10.5,998.0,474.0,640.0,167.0,1249.0,1473.0,13.4
6923,2005-01-02,2020-06-11 17:00:00,2.6,1246.0,8.9,936.0,438.0,665.0,164.0,1182.0,1460.0,9.9
6924,2005-01-02,2020-06-11 18:00:00,2.8,1232.0,8.8,931.0,451.0,674.0,166.0,1171.0,1627.0,8.9
6925,2005-01-02,2020-06-11 19:00:00,2.9,1286.0,10.5,996.0,473.0,644.0,167.0,1217.0,1827.0,8.9
6926,2005-01-02,2020-06-11 20:00:00,3.4,1347.0,13.0,1084.0,560.0,582.0,174.0,1290.0,2004.0,8.3
6927,2005-01-05,2020-06-11 01:00:00,1.7,1135.0,5.6,792.0,226.0,727.0,120.0,1170.0,1151.0,9.5
6928,2005-01-05,2020-06-11 02:00:00,1.9,1188.0,8.1,901.0,259.0,657.0,119.0,1261.0,1185.0,9.1
6929,2005-01-05,2020-06-11 03:00:00,2.0,1242.0,8.5,921.0,242.18929,626.0,112.145134,1219.0,1374.0,8.1
6930,2005-01-05,2020-06-11 04:00:00,2.0,1219.0,7.7,889.0,260.0,649.0,111.0,1186.0,1405.0,7.9
6931,2005-01-05,2020-06-11 05:00:00,1.7,1187.0,6.8,850.0,242.0,653.0,109.0,1169.0,1383.0,7.6
6932,2005-01-05,2020-06-11 06:00:00,1.8,1225.0,8.1,904.0,267.0,644.0,110.0,1194.0,1460.0,7.5
6933,2005-01-05,2020-06-11 07:00:00,2.2,1333.0,11.1,1019.0,411.0,576.0,126.0,1275.0,1612.0,7.9
6934,2005-01-05,2020-06-11 08:00:00,3.7,1489.0,16.4,1193.0,670.0,497.0,148.0,1475.0,1776.0,8.6
6935,2005-01-05,2020-06-11 09:00:00,4.8,1596.0,21.6,1341.0,830.0,436.0,162.0,1672.0,1991.0,9.1
6936,2005-01-05,2020-06-11 10:00:00,4.8,1585.0,19.3,1277.0,845.0,456.0,173.0,1567.0,1944.0,9.8
6937,2005-01-05,2020-06-11 11:00:00,5.2,1674.0,22.9,1376.0,992.0,438.0,198.0,1643.0,2098.0,11.2
6938,2005-01-05,2020-06-11 12:00:00,5.9,1741.0,25.3,1438.0,1130.0,416.0,219.0,1741.0,2159.0,12.8
6939,2005-01-05,2020-06-11 13:00:00,5.9,1680.0,25.2,1434.0,977.0,417.0,206.0,1790.0,2005.0,13.4
6940,2005-01-05,2020-06-11 14:00:00,3.1,1295.0,13.2,1090.0,459.0,553.0,155.0,1479.0,1441.0,14.3
6941,2005-01-05,2020-06-11 15:00:00,2.6,1288.0,13.9,1112.0,346.0,560.0,150.0,1492.0,1380.0,14.6
6942,2005-01-05,2020-06-11 16:00:00,2.8,1281.0,13.8,1111.0,383.0,553.0,148.0,1483.0,1409.0,14.2
6943,2005-01-05,2020-06-11 17:00:00,2.8,1310.0,13.5,1099.0,414.0,559.0,158.0,1481.0,1445.0,13.8
6944,2005-01-05,2020-06-11 18:00:00,2.8,1276.0,13.5,1099.0,370.0,559.0,152.0,1504.0,1388.0,13.6
6945,2005-01-05,2020-06-11 19:00:00,3.1,1312.0,15.0,1148.0,400.0,532.0,148.0,1525.0,1411.0,13.4
6946,2005-01-05,2020-06-11 20:00:00,3.3,1332.0,14.9,1146.0,378.0,539.0,147.0,1523.0,1377.0,13.5
6947,2005-01-05,2020-06-11 21:00:00,2.7,1248.0,11.9,1046.0,357.0,588.0,144.0,1404.0,1316.0,13.4
6948,2005-01-05,2020-06-11 22:00:00,2.3,1182.0,9.2,947.0,333.0,643.0,144.0,1334.0,1210.0,13.2
6949,2005-01-05,2020-06-11 23:00:00,1.6,1059.0,6.0,810.0,227.0,764.0,126.0,1200.0,1002.0,13.2
6950,2005-01-06,2020-06-11 00:00:00,1.6,1056.0,5.6,795.0,203.0,783.0,115.0,1187.0,896.0,12.5
6951,2005-01-06,2020-06-11 01:00:00,1.7,1064.0,5.4,785.0,210.0,769.0,116.0,1184.0,946.0,12.3
6952,2005-01-06,2020-06-11 02:00:00,1.6,1059.0,5.4,783.0,198.0,781.0,112.0,1188.0,877.0,12.5
6953,2005-01-06,2020-06-11 03:00:00,1.4,991.0,3.5,681.0,242.18929,874.0,112.145134,1125.0,718.0,12.6
6954,2005-01-06,2020-06-11 04:00:00,2.1297114,950.0,2.5,622.0,89.0,960.0,67.0,1093.0,643.0,12.0
6955,2005-01-06,2020-06-11 05:00:00,0.9,1005.0,3.4,679.0,89.0,875.0,67.0,1120.0,745.0,10.7
6956,2005-01-06,2020-06-11 06:00:00,0.8,939.0,1.8,568.0,101.0,1037.0,72.0,1054.0,656.0,12.4
6957,2005-01-06,2020-06-11 07:00:00,0.7,961.0,2.6,629.0,104.0,1011.0,69.0,1114.0,682.0,12.3
6958,2005-01-06,2020-06-11 08:00:00,1.1,1017.0,4.0,712.0,192.0,827.0,107.0,1147.0,829.0,11.4
6959,2005-01-06,2020-06-11 09:00:00,1.5,1108.0,6.2,823.0,237.0,720.0,117.0,1247.0,961.0,11.1
6960,2005-01-06,2020-06-11 10:00:00,1.5,1122.0,5.8,803.0,211.0,733.0,115.0,1225.0,960.0,13.4
6961,2005-01-06,2020-06-11 11:00:00,1.6,1099.0,6.3,826.0,230.0,739.0,120.0,1223.0,940.0,15.9
6962,2005-01-06,2020-06-11 12:00:00,1.6,1124.0,5.9,805.0,240.0,726.0,128.0,1233.0,938.0,15.6
6963,2005-01-06,2020-06-11 13:00:00,2.0,1186.0,8.5,921.0,295.0,660.0,138.0,1310.0,1040.0,16.3
6964,2005-01-06,2020-06-11 14:00:00,1.7,1096.0,6.2,819.0,243.0,733.0,127.0,1238.0,904.0,16.5
6965,2005-01-06,2020-06-11 15:00:00,1.5,1120.0,6.4,829.0,196.0,725.0,111.0,1259.0,910.0,16.3
6966,2005-01-06,2020-06-11 16:00:00,2.0,1185.0,7.9,893.0,237.0,666.0,122.0,1312.0,1011.0,16.2
6967,2005-01-06,2020-06-11 17:00:00,1.9,1173.0,7.7,885.0,274.0,685.0,134.0,1288.0,1038.0,15.6
6968,2005-01-06,2020-06-11 18:00:00,2.1,1221.0,8.9,935.0,352.0,642.0,153.0,1323.0,1144.0,14.5
6969,2005-01-06,2020-06-11 19:00:00,2.8,1330.0,12.4,1063.0,488.0,578.0,169.0,1419.0,1352.0,14.0
6970,2005-01-06,2020-06-11 20:00:00,2.7,1325.0,11.3,1027.0,426.0,591.0,162.0,1394.0,1365.0,13.5
6971,2005-01-06,2020-06-11 21:00:00,2.4,1195.0,8.4,915.0,376.0,666.0,152.0,1295.0,1245.0,12.6
6972,2005-01-06,2020-06-11 22:00:00,1.6,1150.0,7.3,869.0,237.0,694.0,127.0,1252.0,1203.0,12.0
6973,2005-01-06,2020-06-11 23:00:00,1.7,1145.0,5.9,806.0,199.0,736.0,112.0,1207.0,1120.0,10.5
6974,2005-01-07,2020-06-11 00:00:00,1.3,1041.0,4.3,729.0,164.0,819.0,98.0,1130.0,972.0,10.0
6975,2005-01-07,2020-06-11 01:00:00,1.4,1032.0,3.6,687.0,142.0,867.0,89.0,1109.0,878.0,9.8
6976,2005-01-07,2020-06-11 02:00:00,1.2,1010.0,3.1,661.0,142.0,881.0,82.0,1100.0,853.0,8.0
6977,2005-01-07,2020-06-11 03:00:00,1.0,951.0,2.5,620.0,242.18929,938.0,112.145134,1077.0,779.0,7.9
6978,2005-01-07,2020-06-11 04:00:00,1.0,944.0,2.5,617.0,127.0,944.0,77.0,1039.0,766.0,7.0
6979,2005-01-07,2020-06-11 05:00:00,0.6,862.0,1.4,540.0,73.0,1110.0,55.0,999.0,670.0,7.2
6980,2005-01-07,2020-06-11 06:00:00,0.7,909.0,1.8,567.0,100.0,1049.0,63.0,993.0,694.0,6.7
6981,2005-01-07,2020-06-11 07:00:00,1.0,965.0,3.1,659.0,126.0,973.0,69.0,1059.0,739.0,6.4
6982,2005-01-07,2020-06-11 08:00:00,1.7,1102.0,7.6,884.0,284.0,719.0,99.0,1218.0,940.0,6.0
6983,2005-01-07,2020-06-11 09:00:00,3.0,1226.0,15.3,1157.0,419.0,552.0,125.0,1464.0,1201.0,6.3
6984,2005-01-07,2020-06-11 10:00:00,2.4,1132.0,9.3,950.0,432.0,659.0,123.0,1253.0,1106.0,7.7
6985,2005-01-07,2020-06-11 11:00:00,2.2,1183.0,11.0,1013.0,310.0,632.0,128.0,1306.0,1186.0,10.2
6986,2005-01-07,2020-06-11 12:00:00,2.6,1211.0,10.6,998.0,446.0,605.0,149.0,1298.0,1302.0,11.3
6987,2005-01-07,2020-06-11 13:00:00,2.5,1253.0,11.4,1030.0,464.0,590.0,137.0,1351.0,1368.0,10.6
6988,2005-01-07,2020-06-11 14:00:00,3.0,1311.0,13.1,1088.0,505.0,563.0,147.0,1402.0,1452.0,11.1
6989,2005-01-07,2020-06-11 15:00:00,3.3,1341.0,14.8,1142.0,564.0,536.0,168.0,1454.0,1537.0,12.6
6990,2005-01-07,2020-06-11 16:00:00,3.8,1432.0,16.5,1195.0,625.0,509.0,180.0,1513.0,1651.0,13.3
6991,2005-01-07,2020-06-11 17:00:00,3.6,1404.0,16.5,1195.0,590.0,499.0,170.0,1501.0,1623.0,11.2
6992,2005-01-07,2020-06-11 18:00:00,5.0,1493.0,21.5,1337.0,712.0,466.0,180.0,1638.0,1742.0,8.8
6993,2005-01-07,2020-06-11 19:00:00,5.7,1478.0,22.2,1357.0,723.0,473.0,178.0,1652.0,1639.0,7.2
6994,2005-01-07,2020-06-11 20:00:00,5.0,1411.0,20.5,1311.0,707.0,487.0,159.0,1589.0,1537.0,6.5
6995,2005-01-07,2020-06-11 21:00:00,4.8,1387.0,17.7,1231.0,737.0,523.0,156.0,1487.0,1463.0,5.8
6996,2005-01-07,2020-06-11 22:00:00,3.9,1306.0,15.4,1161.0,646.0,557.0,146.0,1407.0,1379.0,5.5
6997,2005-01-07,2020-06-11 23:00:00,3.3,1232.0,11.6,1035.0,536.0,623.0,132.0,1296.0,1256.0,5.8
6998,2005-01-08,2020-06-11 00:00:00,3.4,1277.0,13.0,1085.0,567.0,589.0,137.0,1329.0,1344.0,5.4
6999,2005-01-08,2020-06-11 01:00:00,2.4,1063.0,6.7,843.0,357.0,762.0,114.0,1125.0,1089.0,6.4
7000,2005-01-08,2020-06-11 02:00:00,1.4,991.0,4.6,744.0,187.0,863.0,95.0,1069.0,949.0,7.0
7001,2005-01-08,2020-06-11 03:00:00,1.4,989.0,3.8,701.0,242.18929,871.0,112.145134,1049.0,933.0,7.2
7002,2005-01-08,2020-06-11 04:00:00,1.2,972.0,3.4,674.0,169.0,926.0,88.0,1032.0,882.0,7.9
7003,2005-01-08,2020-06-11 05:00:00,1.2,973.0,3.4,675.0,184.0,903.0,94.0,1029.0,905.0,7.4
7004,2005-01-08,2020-06-11 06:00:00,1.2,985.0,3.6,691.0,205.0,878.0,97.0,1056.0,902.0,7.7
7005,2005-01-08,2020-06-11 07:00:00,1.3,1020.0,4.5,736.0,213.0,854.0,93.0,1069.0,923.0,8.1
7006,2005-01-08,2020-06-11 08:00:00,2.3,1192.0,10.0,978.0,415.0,638.0,113.0,1273.0,1210.0,6.7
7007,2005-01-08,2020-06-11 09:00:00,3.4,1325.0,14.7,1140.0,583.0,542.0,126.0,1403.0,1468.0,6.8
7008,2005-01-08,2020-06-11 10:00:00,3.0,1219.0,11.3,1026.0,462.0,604.0,133.0,1311.0,1329.0,8.9
7009,2005-01-08,2020-06-11 11:00:00,2.5,1195.0,10.4,992.0,387.0,632.0,141.0,1251.0,1295.0,11.6
7010,2005-01-08,2020-06-11 12:00:00,2.7,1230.0,11.2,1020.0,414.0,605.0,139.0,1301.0,1365.0,13.5
7011,2005-01-08,2020-06-11 13:00:00,2.8,1312.0,13.1,1087.0,440.0,567.0,147.0,1393.0,1452.0,13.8
7012,2005-01-08,2020-06-11 14:00:00,3.6,1387.0,14.3,1127.0,516.0,530.0,175.0,1430.0,1615.0,13.4
7013,2005-01-08,2020-06-11 15:00:00,3.1,1375.0,12.8,1076.0,495.0,555.0,180.0,1377.0,1599.0,12.9
7014,2005-01-08,2020-06-11 16:00:00,4.3,1532.0,18.9,1265.0,643.0,482.0,194.0,1578.0,1777.0,13.3
7015,2005-01-08,2020-06-11 17:00:00,4.6,1531.0,17.9,1235.0,725.0,484.0,192.0,1541.0,1742.0,13.0
7016,2005-01-08,2020-06-11 18:00:00,4.3,1479.0,16.5,1196.0,683.0,498.0,188.0,1511.0,1739.0,12.5
7017,2005-01-08,2020-06-11 19:00:00,4.3,1521.0,16.9,1208.0,681.0,497.0,179.0,1549.0,1770.0,12.2
7018,2005-01-08,2020-06-11 20:00:00,5.5,1616.0,22.4,1363.0,833.0,442.0,196.0,1701.0,1918.0,12.6
7019,2005-01-08,2020-06-11 21:00:00,3.4,1371.0,13.6,1105.0,514.0,553.0,169.0,1429.0,1581.0,13.3
7020,2005-01-08,2020-06-11 22:00:00,2.4,1198.0,9.1,943.0,371.0,647.0,151.0,1307.0,1291.0,13.5
7021,2005-01-08,2020-06-11 23:00:00,1.6,1102.0,6.0,813.0,213.0,764.0,123.0,1204.0,1000.0,14.1
7022,2005-01-09,2020-06-11 00:00:00,1.7,1120.0,6.3,826.0,242.0,750.0,127.0,1222.0,974.0,14.0
7023,2005-01-09,2020-06-11 01:00:00,1.6,1093.0,5.5,789.0,241.0,771.0,127.0,1206.0,949.0,13.5
7024,2005-01-09,2020-06-11 02:00:00,1.3,1112.0,5.6,791.0,218.0,764.0,118.0,1216.0,934.0,13.2
7025,2005-01-09,2020-06-11 03:00:00,0.8,986.0,3.4,674.0,242.18929,883.0,112.145134,1137.0,730.0,13.6
7026,2005-01-09,2020-06-11 04:00:00,2.1297114,934.0,2.3,609.0,70.0,976.0,55.0,1094.0,581.0,13.7
7027,2005-01-09,2020-06-11 05:00:00,0.6,919.0,1.8,571.0,54.0,1017.0,44.0,1082.0,521.0,13.5
7028,2005-01-09,2020-06-11 06:00:00,0.6,929.0,1.6,556.0,60.0,1035.0,46.0,1094.0,575.0,12.5
7029,2005-01-09,2020-06-11 07:00:00,0.5,919.0,1.6,552.0,55.0,1063.0,46.0,1080.0,522.0,13.2
7030,2005-01-09,2020-06-11 08:00:00,0.6,944.0,2.0,586.0,93.0,977.0,61.0,1090.0,586.0,13.1
7031,2005-01-09,2020-06-11 09:00:00,0.7,943.0,1.9,580.0,81.0,980.0,60.0,1074.0,566.0,13.8
7032,2005-01-09,2020-06-11 10:00:00,0.9,1036.0,3.5,683.0,109.0,846.0,71.0,1144.0,693.0,13.7
7033,2005-01-09,2020-06-11 11:00:00,1.5,1168.0,5.7,797.0,251.0,698.0,111.0,1235.0,1022.0,14.0
7034,2005-01-09,2020-06-11 12:00:00,1.9,1232.0,8.1,903.0,284.0,626.0,127.0,1313.0,1152.0,15.0
7035,2005-01-09,2020-06-11 13:00:00,1.9,1236.0,8.1,901.0,262.0,628.0,128.0,1311.0,1108.0,16.9
7036,2005-01-09,2020-06-11 14:00:00,2.2,1278.0,12.6,1070.0,256.0,557.0,142.0,1479.0,1110.0,16.6
7037,2005-01-09,2020-06-11 15:00:00,3.8,1369.0,18.1,1242.0,310.0,476.0,145.0,1669.0,1306.0,16.4
7038,2005-01-09,2020-06-11 16:00:00,2.0,1182.0,8.7,929.0,269.0,648.0,145.0,1324.0,1029.0,16.1
7039,2005-01-09,2020-06-11 17:00:00,2.2,1210.0,8.8,933.0,348.0,648.0,156.0,1327.0,1094.0,15.7
7040,2005-01-09,2020-06-11 18:00:00,3.3,1316.0,14.1,1121.0,396.0,548.0,154.0,1488.0,1282.0,15.4
7041,2005-01-09,2020-06-11 19:00:00,2.7,1221.0,9.3,952.0,432.0,641.0,165.0,1334.0,1147.0,15.2
7042,2005-01-09,2020-06-11 20:00:00,2.6,1260.0,11.6,1034.0,419.0,588.0,153.0,1402.0,1208.0,14.7
7043,2005-01-09,2020-06-11 21:00:00,2.5,1231.0,9.6,962.0,412.0,625.0,151.0,1348.0,1192.0,14.4
7044,2005-01-09,2020-06-11 22:00:00,1.5,1115.0,5.8,804.0,223.0,734.0,131.0,1220.0,1136.0,14.3
7045,2005-01-09,2020-06-11 23:00:00,1.9,1180.0,7.5,877.0,242.0,680.0,128.0,1297.0,1131.0,14.0
7046,2005-01-10,2020-06-11 00:00:00,2.0,1174.0,7.4,873.0,288.0,672.0,137.0,1300.0,1071.0,13.7
7047,2005-01-10,2020-06-11 01:00:00,1.7,1178.0,7.4,876.0,209.0,666.0,119.0,1319.0,1059.0,13.1
7048,2005-01-10,2020-06-11 02:00:00,1.2,1052.0,3.9,704.0,141.0,807.0,96.0,1210.0,909.0,13.2
7049,2005-01-10,2020-06-11 03:00:00,0.9,998.0,2.1,591.0,242.18929,937.0,112.145134,1147.0,820.0,12.8
7050,2005-01-10,2020-06-11 04:00:00,0.6,960.0,1.3,532.0,66.0,1059.0,60.0,1122.0,724.0,12.9
7051,2005-01-10,2020-06-11 05:00:00,2.1297114,958.0,1.8,571.0,64.0,998.0,54.0,1138.0,707.0,12.4
7052,2005-01-10,2020-06-11 06:00:00,2.1297114,989.0,3.0,650.0,105.0,900.0,66.0,1171.0,768.0,13.0
7053,2005-01-10,2020-06-11 07:00:00,0.4,1162.0,6.7,843.0,303.0,685.0,104.0,1336.0,1027.0,12.3
7054,2005-01-10,2020-06-11 08:00:00,2.6,1523.0,21.0,1324.0,620.0,451.0,137.0,1776.0,1502.0,12.8
7055,2005-01-10,2020-06-11 09:00:00,3.5,1511.0,21.4,1334.0,590.0,433.0,146.0,1804.0,1606.0,13.1
7056,2005-01-10,2020-06-11 10:00:00,2.1,1420.0,16.1,1183.0,592.0,488.0,136.0,1626.0,1520.0,12.8
7057,2005-01-10,2020-06-11 11:00:00,2.1,1413.0,16.4,1193.0,698.0,484.0,144.0,1598.0,1566.0,13.1
7058,2005-01-10,2020-06-11 12:00:00,1.7,1335.0,14.8,1141.0,482.0,512.0,133.0,1536.0,1501.0,13.7
7059,2005-01-10,2020-06-11 13:00:00,2.6,1451.0,20.1,1298.0,575.0,452.0,148.0,1744.0,1634.0,14.0
7060,2005-01-10,2020-06-11 14:00:00,2.6,1410.0,19.3,1276.0,548.0,459.0,155.0,1701.0,1587.0,14.4
7061,2005-01-10,2020-06-11 15:00:00,2.4,1429.0,19.3,1277.0,498.0,456.0,152.0,1721.0,1560.0,14.1
7062,2005-01-10,2020-06-11 16:00:00,2.4,1409.0,17.4,1223.0,479.0,475.0,145.0,1640.0,1538.0,14.1
7063,2005-01-10,2020-06-11 17:00:00,2.0,1372.0,17.0,1210.0,420.0,484.0,139.0,1629.0,1491.0,14.1
7064,2005-01-10,2020-06-11 18:00:00,2.0,1366.0,17.1,1213.0,378.0,489.0,134.0,1611.0,1469.0,14.0
7065,2005-01-10,2020-06-11 19:00:00,3.1,1365.0,16.4,1192.0,340.0,492.0,128.0,1593.0,1486.0,13.8
7066,2005-01-10,2020-06-11 20:00:00,3.3,1385.0,17.3,1218.0,399.0,478.0,135.0,1620.0,1494.0,13.4
7067,2005-01-10,2020-06-11 21:00:00,3.3,1361.0,14.6,1137.0,449.0,503.0,136.0,1526.0,1471.0,13.2
7068,2005-01-10,2020-06-11 22:00:00,2.6,1312.0,11.9,1047.0,374.0,545.0,126.0,1430.0,1399.0,13.0
7069,2005-01-10,2020-06-11 23:00:00,1.7,1177.0,7.3,871.0,244.0,660.0,116.0,1292.0,1192.0,12.7
7070,2005-01-11,2020-06-11 00:00:00,1.8,1205.0,7.7,888.0,256.0,647.0,116.0,1292.0,1187.0,12.0
7071,2005-01-11,2020-06-11 01:00:00,1.5,1114.0,4.9,757.0,212.0,744.0,107.0,1204.0,1070.0,13.2
7072,2005-01-11,2020-06-11 02:00:00,1.1,1047.0,3.9,708.0,146.0,816.0,91.0,1167.0,949.0,12.4
7073,2005-01-11,2020-06-11 03:00:00,0.9,982.0,2.1,592.0,242.18929,953.0,112.145134,1106.0,830.0,13.1
7074,2005-01-11,2020-06-11 04:00:00,0.7,992.0,2.9,644.0,96.0,899.0,70.0,1128.0,854.0,11.8
7075,2005-01-11,2020-06-11 05:00:00,0.7,977.0,2.6,629.0,106.0,908.0,78.0,1129.0,835.0,12.3
7076,2005-01-11,2020-06-11 06:00:00,0.9,1047.0,3.3,671.0,115.0,863.0,75.0,1147.0,887.0,12.0
7077,2005-01-11,2020-06-11 07:00:00,1.3,1126.0,5.2,775.0,236.0,760.0,101.0,1205.0,1019.0,11.7
7078,2005-01-11,2020-06-11 08:00:00,3.2,1474.0,19.0,1268.0,583.0,502.0,136.0,1677.0,1503.0,12.1
7079,2005-01-11,2020-06-11 09:00:00,5.1,1526.0,26.5,1466.0,662.0,415.0,147.0,1855.0,1687.0,12.5
7080,2005-01-11,2020-06-11 10:00:00,3.7,1386.0,15.3,1158.0,528.0,518.0,143.0,1485.0,1553.0,12.8
7081,2005-01-11,2020-06-11 11:00:00,3.2,1392.0,15.6,1166.0,549.0,519.0,153.0,1488.0,1624.0,13.4
7082,2005-01-11,2020-06-11 12:00:00,3.1,1363.0,16.4,1192.0,531.0,499.0,148.0,1501.0,1637.0,13.4
7083,2005-01-11,2020-06-11 13:00:00,3.0,1331.0,16.1,1184.0,493.0,507.0,149.0,1508.0,1533.0,13.6
7084,2005-01-11,2020-06-11 14:00:00,3.6,1401.0,18.8,1261.0,527.0,479.0,141.0,1580.0,1577.0,13.8
7085,2005-01-11,2020-06-11 15:00:00,3.2,1374.0,18.0,1239.0,487.0,483.0,147.0,1569.0,1532.0,13.7
7086,2005-01-11,2020-06-11 16:00:00,3.9,1436.0,20.1,1299.0,581.0,451.0,159.0,1616.0,1621.0,13.6
7087,2005-01-11,2020-06-11 17:00:00,3.4,1386.0,17.6,1228.0,531.0,479.0,152.0,1546.0,1578.0,13.4
7088,2005-01-11,2020-06-11 18:00:00,3.9,1419.0,19.3,1277.0,495.0,459.0,144.0,1603.0,1631.0,13.3
7089,2005-01-11,2020-06-11 19:00:00,3.6,1428.0,19.7,1288.0,487.0,465.0,146.0,1580.0,1629.0,13.2
7090,2005-01-11,2020-06-11 20:00:00,4.7,1508.0,24.5,1416.0,596.0,418.0,162.0,1773.0,1733.0,12.9
7091,2005-01-11,2020-06-11 21:00:00,4.1,1438.0,18.4,1251.0,595.0,470.0,156.0,1593.0,1622.0,12.6
7092,2005-01-11,2020-06-11 22:00:00,3.4,1415.0,16.6,1197.0,559.0,486.0,146.0,1539.0,1597.0,12.0
7093,2005-01-11,2020-06-11 23:00:00,3.5,1433.0,16.2,1186.0,586.0,479.0,151.0,1497.0,1738.0,11.9
7094,2005-01-12,2020-06-11 00:00:00,1.2,1208.0,9.6,964.0,399.0,602.0,127.0,1305.0,1350.0,12.0
7095,2005-01-12,2020-06-11 01:00:00,2.4,1280.0,11.4,1029.0,399.0,564.0,123.0,1366.0,1363.0,11.4
7096,2005-01-12,2020-06-11 02:00:00,2.1,1174.0,9.1,942.0,381.0,626.0,122.0,1296.0,1262.0,11.2
7097,2005-01-12,2020-06-11 03:00:00,1.1,1022.0,4.3,729.0,242.18929,803.0,112.145134,1139.0,1034.0,11.5
7098,2005-01-12,2020-06-11 04:00:00,2.1297114,1002.0,4.2,722.0,162.0,807.0,85.0,1161.0,998.0,10.7
7099,2005-01-12,2020-06-11 05:00:00,1.0,1018.0,4.7,746.0,183.0,800.0,83.0,1171.0,958.0,10.0
7100,2005-01-12,2020-06-11 06:00:00,1.4,1095.0,7.3,868.0,357.0,676.0,98.0,1241.0,1078.0,9.2
7101,2005-01-12,2020-06-11 07:00:00,1.8,1182.0,9.3,951.0,479.0,634.0,109.0,1327.0,1143.0,8.8
7102,2005-01-12,2020-06-11 08:00:00,3.8,1478.0,17.8,1234.0,852.0,470.0,138.0,1606.0,1551.0,8.7
7103,2005-01-12,2020-06-11 09:00:00,4.1,1515.0,20.1,1298.0,822.0,434.0,138.0,1706.0,1669.0,8.9
7104,2005-01-12,2020-06-11 10:00:00,4.4,1488.0,19.6,1286.0,910.0,452.0,170.0,1648.0,1766.0,9.9
